id_comentario,id_cliente,id_producto,calificacion,texto_comentario,fecha_comentario,texto_preprocesado,sentimiento,score
407,7,3,4,"El sonido es claro, muy contento. Los auriculares son cómodos y la batería dura mucho.",2025-06-30,sonido contento auricular cómodo batería duro,4 stars,0.469354510307312
408,8,5,2,"No son muy cómodas, me arrepiento de la compra. La suela es dura.",2025-07-01,cómodo arrepientir compra suela duro,4 stars,0.3986693322658539
409,9,7,5,Las ollas llegaron en perfecto estado. La comida se cocina muy bien. Son fáciles de limpiar.,2025-07-02,olla llegar perfecto comida cocinar fácil limpiar,5 stars,0.6394825577735901
410,10,9,3,Es una mochila regular. No tiene mucho espacio y las correas son débiles.,2025-07-03,mochila regular espacio correa débil,2 stars,0.43764322996139526
411,11,2,4,"El teléfono es bueno, pero la batería se agota rápido. La pantalla es fantástica.",2025-07-04,teléfono batería agotar rápido pantalla fantástico,5 stars,0.7624823451042175
412,12,4,5,"La camiseta es perfecta, muy ligera para ejercicio. Se seca rápido.",2025-07-05,camiseta perfecto ligero ejercicio secar rápido,5 stars,0.7517051100730896
413,13,6,3,"Me decepcionó un poco, la historia es confusa. No la recomendaría.",2025-07-06,decepcionar historia confuso recomendaría,2 stars,0.4274941384792328
414,14,8,5,El mejor balón que he tenido. Gran control y durabilidad.,2025-07-07,balón control durabilidad,4 stars,0.32315656542778015
415,15,10,5,La cámara superó mis expectativas. La calidad de video es impresionante.,2025-07-08,cámara superar expectativa calidad video impresionante,5 stars,0.5819085240364075
416,16,1,5,La laptop es una bestia. Rinde muy bien. La pantalla de alta tasa de refresco es genial.,2025-07-09,laptop bestia rendir pantalla alto tasa refresco genial,5 stars,0.6946725845336914
417,17,3,4,"Buen sonido, pero el micrófono no es claro. Para escuchar música son excelentes.",2025-07-10,sonido micrófono escuchar música excelente,5 stars,0.590347409248352
418,18,5,3,"No son estéticas, pero son cómodas para el gimnasio. La suela es fina.",2025-07-11,estético cómodas gimnasio suela fino,4 stars,0.4266558885574341
419,19,7,5,"Gran calidad y diseño, las ollas se ven elegantes. El acabado es impecable.",2025-07-12,calidad diseño olla ver elegante acabado impecable,5 stars,0.5632489919662476
420,20,9,4,La mochila es funcional. El material se siente delgado. El puerto USB es práctico.,2025-07-13,mochilo funcional material sentir delgado puerto usb práctico,4 stars,0.4351329207420349
421,21,1,5,"La Laptop Gamer Pro es una máquina excepcional para mi trabajo de diseño gráfico y animación. El procesador i9 y la tarjeta gráfica RTX 4080 manejan todo con una fluidez asombrosa. La pantalla de alta resolución y los colores vibrantes son perfectos para la edición. Sin duda, un equipo de alto rendimiento.",2025-07-14,laptop gamer pro máquina excepcional trabajo diseño gráfico animación procesador tarjeta gráfico rtx manejar fluidez asombroso pantalla alto resolución color vibrante perfecto edición duda equipo alto rendimiento,5 stars,0.6585713028907776
422,22,10,5,La Cámara de Acción 4K es perfecta para mis viajes de aventura. La calidad de video es impresionante y la estabilización de imagen es de otro nivel. He grabado en bicicleta de montaña y los videos son increíblemente fluidos. La batería dura mucho tiempo y es muy resistente a los golpes.,2025-07-15,cámara acción perfecto viaje aventura calidad video impresionante estabilización imagen nivel grabar bicicleta montaña video increíblemente fluido batería duro tiempo resistente golpe,5 stars,0.7372655868530273
423,23,1,5,"La Laptop Gamer Pro es una bestia de rendimiento. Los juegos corren a la máxima configuración sin ningún problema. El teclado es muy cómodo y el sistema de enfriamiento es muy eficiente, nunca se sobrecalienta. La pantalla de 144Hz hace una gran diferencia en la fluidez de los juegos.",2025-07-16,laptop gamer pro bestia rendimiento juego correr máximo configuración problema teclado cómodo sistema enfriamiento eficiente sobrecalientar pantalla diferencia fluidez juegos,4 stars,0.32665202021598816
424,24,10,4,"La Cámara de Acción 4K graba videos con una calidad excelente, pero la aplicación móvil es un poco lenta para transferir los archivos. Aún así, la cámara en sí es muy robusta y la batería es duradera. Me gusta mucho su carcasa impermeable.",2025-07-17,cámara acción grar video calidad excelente aplicación móvil lento transferir archivo cámara robusta batería duradero gustar carcasa impermeable,5 stars,0.5454959869384766
425,25,1,5,"Mi nueva laptop es una joya. El rendimiento es impecable tanto para el trabajo como para el entretenimiento. La pantalla OLED es espectacular, los colores son muy vivos y los negros son profundos. El diseño es muy elegante y ligero.",2025-07-18,laptop joya rendimiento impecable trabajo entretenimiento pantalla oled espectacular color vivo negro profundo diseño elegante ligero,5 stars,0.6708387732505798
426,1,10,5,"Esta cámara es una maravilla. La calidad de las fotos y videos es impresionante, especialmente en 4K. La estabilización de imagen es perfecta para tomas en movimiento. Es muy fácil de usar y la pantalla táctil es muy intuitiva.",2025-07-19,cámara maravilla calidad foto video impresionante especialmente estabilización imagen perfecto toma movimiento fácil pantalla táctil intuitivo,5 stars,0.8656908869743347
427,2,1,4,"La Laptop Gamer Pro es potente, pero la batería se agota muy rápido cuando juego. Para tareas básicas dura más, pero para gaming tengo que mantenerla conectada. A pesar de eso, el rendimiento es increíble.",2025-07-20,laptop gamer pro potente batería agotar rápido juego tarea básico duro gaming mantener él conectado rendimiento increíble,5 stars,0.6048662662506104
428,3,10,3,"La cámara es buena, pero el micrófono integrado es de baja calidad. El audio se escucha muy bajo y con mucho ruido de fondo. Tuve que comprar un micrófono externo. La calidad de video es buena, pero el audio es un problema.",2025-07-21,cámara micrófono integrado bajo calidad audio escuchar ruido fondo tener comprar micrófono externo calidad video audio problema,2 stars,0.44017818570137024
429,4,1,5,"Impecable. La laptop es increíblemente rápida y fluida. La uso para todo, desde edición de video hasta programación. La pantalla es muy nítida y el teclado es muy cómodo para escribir. No he tenido ningún problema de rendimiento.",2025-07-22,impecable laptop increíblemente rápido fluido edición video programación pantalla nítido teclado cómodo escribir problema rendimiento,5 stars,0.5630209445953369
430,5,10,5,La Cámara de Acción 4K es muy resistente y graba con una calidad asombrosa. Es perfecta para mis deportes extremos. La estabilización es tan buena que mis videos se ven profesionales. La batería dura mucho y es fácil de cargar.,2025-07-23,cámara acción resistente grar calidad asombroso perfecto deporte extremo estabilización video ver profesional batería duro fácil cargar,5 stars,0.6662725806236267
431,6,1,4,"El rendimiento de la laptop es genial, pero el ventilador hace mucho ruido cuando está en su máximo rendimiento. Aparte de eso, la potencia es increíble. La pantalla es de alta calidad y el teclado es muy suave.",2025-07-24,rendimiento laptop genial ventilador ruido máximo rendimiento aparte potencia increíble pantalla alto calidad teclado suave,5 stars,0.7655351161956787
432,7,10,4,"Buena cámara, pero se calienta un poco al grabar por un tiempo prolongado. La calidad de video es excelente, pero el sobrecalentamiento es una preocupación. La batería es duradera, pero la cámara se calienta mucho.",2025-07-25,cámara calentar grabar tiempo prolongado calidad video excelente sobrecalentamiento preocupación batería duradero cámara calentar,4 stars,0.3848046064376831
433,8,1,5,La Laptop Gamer Pro es una de las mejores inversiones que he hecho. El procesador es muy rápido y la tarjeta gráfica es muy potente. Rinde perfecto con cualquier programa que use. El diseño es elegante y el peso es ideal para llevarla a la oficina.,2025-07-26,laptop gamer pro mejor inversión procesador rápido tarjeta gráfico potente rendir perfecto programa usar diseño elegante peso ideal llevar él oficina,5 stars,0.7482640743255615
434,9,10,5,"La cámara es muy fácil de usar y la calidad de video es de primera. La he usado en la playa y bajo el agua, y ha funcionado de maravilla. La estabilización es muy buena y la batería dura mucho tiempo.",2025-07-27,cámara fácil calidad video usar playa agua funcionar maravilla estabilización batería duro tiempo,5 stars,0.620870053768158
435,10,1,5,"Esta laptop es la definición de potencia y portabilidad. El procesador es rapidísimo, la pantalla es brillante y el teclado es muy cómodo. Rinde de manera excepcional en todo lo que hago. Una excelente compra.",2025-07-28,laptop definición potencia portabilidad procesador rapidísimo pantalla brillante teclado cómodo rendir excepcional excelente compra,5 stars,0.8204385638237
436,11,10,3,"La cámara es buena, pero la conexión con mi teléfono es muy inestable. Se desconecta constantemente, lo que hace difícil transferir videos. La calidad de imagen es buena, pero la conectividad es deficiente.",2025-07-29,cámara conexión teléfono inestable desconectar constantemente difícil transferir video calidad imagen conectividad deficiente,1 star,0.49268150329589844
437,12,1,5,"La Laptop Gamer Pro es un monstruo de rendimiento. La pantalla es increíble para ver películas y la tarjeta gráfica es tan potente que puedo jugar a cualquier juego en alta resolución. La batería dura poco, pero el rendimiento lo compensa.",2025-07-30,laptop gamer pro monstruo rendimiento pantalla increíble película tarjeta gráfico potente jugar juego alto resolución batería duro rendimiento compensar,5 stars,0.5631219744682312
438,13,10,5,"La calidad de video de esta cámara es asombrosa, incluso en baja luz. La estabilización es perfecta para mis videos de caminatas. La carcasa protectora es muy resistente. Es el mejor equipo que he tenido para mis aventuras.",2025-07-31,calidad video cámara asombroso bajo luz estabilización perfecto video caminata carcasa protectora resistente equipo aventura,5 stars,0.6374636292457581
439,14,1,4,"La laptop es muy rápida, pero la pantalla tiene un poco de fuga de luz en las esquinas. Es un detalle menor, pero es algo que esperaba no encontrar en un producto premium. El rendimiento es fantástico.",2025-08-01,laptop rápido pantalla fuga luz esquina detalle menor esperar encontrar producto premium rendimiento fantástico,4 stars,0.4530956447124481
440,15,10,4,"Buena cámara, pero el control de la aplicación para el móvil es un poco complicado de usar. Los videos en 4K se ven muy bien, pero la usabilidad podría ser mejor. La batería es duradera.","2025-08-02""",cámara control aplicación móvil complicado video ver usabilidad batería duradero,3 stars,0.41260451078414917
441,16,1,5,"Excelente laptop, el teclado es muy cómodo. El rendimiento es impecable, no se calienta en absoluto. La pantalla tiene colores muy precisos, ideal para mi trabajo. Estoy muy contento con la compra.",2025-08-03,excelente laptop teclado cómodo rendimiento impecable calentar absoluto pantalla color preciso ideal trabajo contento compra,5 stars,0.7600710988044739
442,17,10,5,La Cámara de Acción 4K es una joya. La calidad de las fotos es de otro nivel. La he usado en la nieve y en la lluvia y ha aguantado perfectamente. La batería dura mucho y es muy fácil de usar.,"2025-08-04""",cámara acción joya calidad foto nivel usar nieve lluvia aguantar perfectamente batería duro fácil,5 stars,0.6341990828514099
443,18,1,5,"La laptop es un sueño. El rendimiento es bestial, los juegos corren fluidos. La pantalla es vibrante y el teclado es muy responsivo. No hay nada de lo que quejarme.",2025-08-05,laptop sueño rendimiento bestial juego correr fluido pantalla vibrante teclado responsivo quejarme,1 star,0.29695576429367065
444,19,10,3,"La cámara es buena, pero a veces los videos se congelan. La calidad de video es buena, pero el software parece tener problemas. La batería dura poco cuando la uso para grabar en 4K.",2025-08-06,cámara video congelar calidad video software problema batería duro grabar,2 stars,0.36065107583999634
445,20,1,5,El mejor equipo que he tenido. La laptop es muy rápida y el diseño es muy elegante. El teclado es muy cómodo para escribir y los altavoces suenan genial. Una excelente compra.,2025-08-07,equipo laptop rápido diseño elegante teclado cómodo escribir altavoz sonar genial excelente compra,5 stars,0.772067666053772
446,21,10,4,"Buena cámara, pero el cable de carga es muy corto. La calidad de video es muy buena y la estabilización es perfecta, pero el cable es un problema.",2025-08-08,cámara cable carga corto calidad video estabilización perfecto cable problema,3 stars,0.2779408097267151
447,22,1,5,Esta laptop es perfecta para mis necesidades. El rendimiento es increíble para el trabajo y los juegos. La pantalla de alta resolución y el teclado retroiluminado son un gran plus. La batería dura decentemente.,2025-08-09,laptop perfecto necesidad rendimiento increíble trabajo juegos pantalla alto resolución teclado retroiluminado plus batería duro decentemente,5 stars,0.7785733938217163
